DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220205092,2022-01-26 00:00:00,2022-01-26 00:00:00,1300,2,Rampart,219,2,860,BATTERY WITH SEXUAL CONTACT,1822 0400 0416 0305 1309 0410,37,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,1200 W  TEMPLE                       ST,,34.0677,-118.252
232007734,2023-04-05 00:00:00,2023-04-01 00:00:00,2230,20,Olympic,2071,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1500 S  VAN NESS                     AV,,34.0454,-118.3157
220214211,2022-07-31 00:00:00,2022-07-30 00:00:00,2100,2,Rampart,257,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0321 1605,25,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,WILSHIRE,LUCAS,34.0538,-118.2667
201610820,2020-07-06 00:00:00,2020-07-06 00:00:00,1905,16,Foothill,1606,1,310,BURGLARY,1606 0344 0321,40,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11500    BRUSSELS                     AV,,34.2785,-118.3805
211905480,2021-02-11 00:00:00,2021-02-11 00:00:00,1630,19,Mission,1924,2,624,BATTERY - SIMPLE ASSAULT,0913 0447 0361,61,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,624.0,,,,14900    ASTORIA                      ST,,34.2948,-118.4571
220122018,2022-10-06 00:00:00,2022-09-01 00:00:00,1200,1,Central,161,1,210,ROBBERY,1822 0344 1202 0216 0202 0342 0429 0444 0390 1238,62,F,B,727.0,SHOPPING MALL (COMMON AREA),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
210408453,2021-05-09 00:00:00,2021-05-09 00:00:00,2030,4,Hollenbeck,479,2,900,VIOLATION OF COURT ORDER,2038,29,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,900.0,,,,3600    WHITTIER                     BL,,34.0255,-118.1957
202011296,2020-06-23 00:00:00,2020-06-23 00:00:00,1000,20,Olympic,2038,1,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,3100    WILSHIRE                     BL,,34.0618,-118.2891
201016087,2020-12-14 00:00:00,2020-12-12 00:00:00,450,10,West Valley,1061,1,310,BURGLARY,0344 1601 1822 0216 1420,0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,19500    VENTURA                      BL,,34.1728,-118.5578
241106094,2024-02-24 00:00:00,2024-02-23 00:00:00,2345,11,Northeast,1129,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000    SAN PASCUAL                  AV,,34.1208,-118.1689
221109904,2022-06-01 00:00:00,2022-05-31 00:00:00,2200,11,Northeast,1129,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0602 0913 0443 0421 0422 2001 1202,65,X,X,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,1000    FORTUNE                      WY,,34.1241,-118.1698
202012119,2020-07-14 00:00:00,2020-07-14 00:00:00,1700,20,Olympic,2029,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0416 0342,27,F,H,158.0,TRANSIENT ENCAMPMENT,302.0,BLUNT INSTRUMENT,IC,Invest Cont,230.0,,,,4TH                          ST,SHATTO                       PL,34.067,-118.2899
201316147,2020-08-28 00:00:00,2020-08-28 00:00:00,1900,13,Newton,1322,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2300    TRINITY                      ST,,34.0246,-118.2621
232011343,2023-06-10 00:00:00,2023-06-09 00:00:00,2230,20,Olympic,2076,1,761,BRANDISH WEAPON,0334 0360 0603 0913,49,F,O,101.0,STREET,102.0,HAND GUN,AO,Adult Other,761.0,,,,CATALINA                     ST,PICO                         ST,34.0473,-118.2947
200513356,2020-08-24 00:00:00,2020-08-24 00:00:00,1000,5,Harbor,507,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,30,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1400 W  227TH                        ST,,33.8201,-118.3015
230110059,2023-04-07 00:00:00,2023-04-06 00:00:00,1821,1,Central,182,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,900 S  FIGUEROA                     ST,,34.0462,-118.2628
210320913,2021-12-30 00:00:00,2021-12-20 00:00:00,1500,3,Southwest,398,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913,32,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,600 W  41ST                         PL,,34.0078,-118.2856
200808153,2020-04-08 00:00:00,2020-04-08 00:00:00,2040,8,West LA,853,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,101.0,STREET,,,IC,Invest Cont,946.0,,,,SANTA MONICA,SAWTELLE,34.0465,-118.4484
211225341,2021-12-18 00:00:00,2021-12-18 00:00:00,925,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0342 1822 1309 0326,0,X,X,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,,,,5800 S  VERMONT                      AV,,33.9883,-118.2915
220313650,2022-07-12 00:00:00,2022-07-12 00:00:00,1500,3,Southwest,327,1,310,BURGLARY,1608 0358 1822 0329 1609 0311,21,X,X,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,310.0,,,,1100 W  ADAMS                        BL,,34.0317,-118.284
231212980,2023-05-29 00:00:00,2023-05-29 00:00:00,1740,12,77th Street,1241,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0446,50,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,10TH                         AV,67TH                         ST,33.9782,-118.328
200815468,2020-10-20 00:00:00,2020-10-14 00:00:00,1605,8,West LA,842,2,354,THEFT OF IDENTITY,0100 0923,48,F,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,1400    BARRY                        AV,,34.0454,-118.456
230506919,2023-03-21 00:00:00,2023-03-21 00:00:00,1245,5,Harbor,566,1,761,BRANDISH WEAPON,2004 1266 0913 1817 0334,36,F,B,505.0,MOTEL,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,300 W  9TH                          ST,,33.736,-118.2836
210200945,2021-10-04 00:00:00,2021-10-04 00:00:00,1220,2,Rampart,245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 2047 0445 0411 1402 1252,46,M,H,103.0,ALLEY,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,998.0,,,ALVARADO,6TH                          ST,34.0595,-118.2749
220616141,2022-09-16 00:00:00,2022-09-16 00:00:00,1205,6,Hollywood,639,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2028 1822 1501 0344,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,5400    HOLLYWOOD                    BL,,34.1036,-118.3049
230213349,2023-06-29 00:00:00,2023-06-02 00:00:00,1200,2,Rampart,279,1,350,"THEFT, PERSON",1822 0344 0922,69,F,H,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,350.0,,,,W  OLYMPIC                      BL,S  UNION                        AV,34.0492,-118.2742
232007302,2023-03-22 00:00:00,2023-03-04 00:00:00,2100,20,Olympic,2023,2,662,"BUNCO, GRAND THEFT",1822 1300 1900 0701 0800,42,F,H,108.0,PARKING LOT,,,AA,Adult Arrest,662.0,,,,400 S  ARDMORE                      AV,,34.0672,-118.3016
211100732,2021-05-10 00:00:00,2021-05-09 00:00:00,1810,11,Northeast,1132,1,310,BURGLARY,0358 0344 0907 1402 2004,47,M,A,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,998.0,,,3500    AMESBURY                     RD,,34.1153,-118.2786
201806088,2020-02-05 00:00:00,2020-02-01 00:00:00,2200,18,Southeast,1802,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0344 1822,62,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,400 W  92ND                         ST,,33.9528,-118.2805
221713573,2022-06-23 00:00:00,2022-06-23 00:00:00,100,17,Devonshire,1747,1,480,BIKE - STOLEN,0344 0397,42,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,480.0,,,,16800    CHATSWORTH                   ST,,34.2647,-118.4979
241407051,2024-03-07 00:00:00,2023-03-04 00:00:00,1400,14,Pacific,1494,1,330,BURGLARY FROM VEHICLE,1822 0358 1300 0344,41,M,W,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,400    WORLD                        WY,,33.9455,-118.4
221710414,2022-05-11 00:00:00,2022-04-22 00:00:00,1210,17,Devonshire,1764,1,352,PICKPOCKET,0344,21,F,J,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,352.0,,,,9300    TAMPA                        AV,,34.244,-118.5583
201225068,2020-11-21 00:00:00,2020-11-21 00:00:00,540,12,77th Street,1239,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1814 2000 0401 0444 0913,21,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,800 W  60TH                         ST,,33.9855,-118.2876
220211632,2022-05-26 00:00:00,2022-01-28 00:00:00,500,2,Rampart,269,1,480,BIKE - STOLEN,0344,27,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
201514666,2020-08-31 00:00:00,2020-08-20 00:00:00,1045,15,N Hollywood,1549,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,44,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,5400    TUJUNGA                      AV,,34.1685,-118.379
201508585,2020-04-10 00:00:00,2020-04-10 00:00:00,1236,15,N Hollywood,1555,2,624,BATTERY - SIMPLE ASSAULT,2004 1822 0416,72,M,W,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,5000    TUJUNGA                      AV,,34.1614,-118.379
211415463,2021-07-22 00:00:00,2021-07-22 00:00:00,421,14,Pacific,1409,1,110,CRIMINAL HOMICIDE,1402 0334 0411 1218 1822,46,M,W,101.0,STREET,204.0,FOLDING KNIFE,AA,Adult Arrest,110.0,998.0,,,9000    VENICE                       BL,,34.0279,-118.3909
220917267,2022-12-13 00:00:00,2022-12-11 00:00:00,150,9,Van Nuys,914,1,330,BURGLARY FROM VEHICLE,0358 1300 0344,28,F,B,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,KESTER                       AV,VOSE                         ST,34.1985,-118.4575
230304866,2023-01-15 00:00:00,2023-01-12 00:00:00,1700,3,Southwest,377,1,330,BURGLARY FROM VEHICLE,1302 1822 0344 1601,34,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,S  NORMANDIE                    AV,W  39TH                         ST,34.0155,-118.3002
201705071,2020-01-28 00:00:00,2020-01-27 00:00:00,1900,17,Devonshire,1796,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0377 0344,40,F,B,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,8600    PETIT                        AV,,34.2267,-118.4982
241105963,2024-02-22 00:00:00,2024-02-21 00:00:00,2200,11,Northeast,1118,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,740.0,,,,5600    YORK                         BL,,34.1194,-118.1967
231904105,2023-01-04 00:00:00,2022-12-21 00:00:00,1425,19,Mission,1912,2,624,BATTERY - SIMPLE ASSAULT,0416 1802 0913,58,F,B,753.0,DETENTION/JAIL FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,16300    FILBERT                      ST,,34.3173,-118.4847
241106240,2024-02-27 00:00:00,2024-02-27 00:00:00,1825,11,Northeast,1113,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325 0344 0104,0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,440.0,,,,2600    COLORADO                     BL,,34.1421,-118.223
211100766,2021-06-01 00:00:00,2021-05-28 00:00:00,1500,11,Northeast,1115,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,998.0,,,2300    COLORADO                     BL,,34.1395,-118.2163
221104351,2022-01-10 00:00:00,2022-01-10 00:00:00,1415,11,Northeast,1118,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0432 0421 0334 1218,53,F,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,930.0,,,,AVENUE 58,MARMION                      WY,34.111,-118.1925
220507865,2022-04-11 00:00:00,2022-04-10 00:00:00,1600,5,Harbor,513,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,25000    FRAMPTON                     AV,,33.7978,-118.2999
200121375,2020-11-22 00:00:00,2020-11-21 00:00:00,1700,1,Central,134,1,330,BURGLARY FROM VEHICLE,1609 1307 1822 0329 0344,26,M,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,300 S  BROADWAY,,34.0507,-118.2482
222100521,2022-01-12 00:00:00,2022-01-12 00:00:00,1230,21,Topanga,2125,2,624,BATTERY - SIMPLE ASSAULT,0416 0554 2004 1402,30,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,,,7900    VASSAR                       AV,,34.2137,-118.6049
230609450,2023-05-06 00:00:00,2023-05-06 00:00:00,1240,6,Hollywood,657,2,624,BATTERY - SIMPLE ASSAULT,0913 0603 0400,47,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5500    ROMAINE                      ST,,34.0885,-118.3114
231717725,2023-10-29 00:00:00,2023-10-26 00:00:00,1301,17,Devonshire,1783,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0352 1300 0216,24,F,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,9300    TAMPA                        AV,,34.2391,-118.5536
210414417,2021-10-30 00:00:00,2021-10-30 00:00:00,1315,4,Hollenbeck,415,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0913,38,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,2600    SICHEL                       ST,,34.0765,-118.2132
200705297,2020-01-28 00:00:00,2020-01-27 00:00:00,2200,7,Wilshire,719,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 1100,29,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,998.0,,,600 N  ROSSMORE                     AV,,34.0817,-118.3272
211820993,2021-12-02 00:00:00,2021-12-02 00:00:00,1210,18,Southeast,1801,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1237 0431 2021,35,M,B,402.0,MARKET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,8600    ORCHARD                      AV,,33.9596,-118.2881
220125199,2022-11-26 00:00:00,2022-11-25 00:00:00,2000,1,Central,185,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,29,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,1200 S  BROADWAY,,34.0382,-118.2603
201215082,2020-06-21 00:00:00,2020-06-21 00:00:00,1200,12,77th Street,1259,1,350,"THEFT, PERSON",1300 0344 1251 1258 1822 0342 1309 0216,17,M,H,101.0,STREET,308.0,STICK,IC,Invest Cont,350.0,,,,FLORENCE                     AV,MCKINLEY                     AV,33.9748,-118.2614
230813635,2023-08-23 00:00:00,2023-08-22 00:00:00,1432,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 0346,0,X,X,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
201206741,2020-02-08 00:00:00,2020-02-08 00:00:00,835,12,77th Street,1241,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,6500    WEST                         BL,,33.9806,-118.3352
200414650,2020-11-06 00:00:00,2020-11-06 00:00:00,825,4,Hollenbeck,457,2,624,BATTERY - SIMPLE ASSAULT,0400 0417 1202 1822,86,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 N  SOTO                         ST,,34.0468,-118.2078
202112328,2020-08-04 00:00:00,2020-08-04 00:00:00,1200,21,Topanga,2105,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0421 1814 2000,59,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,SCHOENBORN                   ST,CANOGA                       AV,34.2209,-118.5975
230614291,2023-08-24 00:00:00,2023-07-08 00:00:00,100,6,Hollywood,663,1,121,"RAPE, FORCIBLE",1814 0533 1501 1218 0913 1813 2000 0516 2004,26,F,B,157.0,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,ROMAINE,HIGHLAND,34.0889,-118.3386
201009675,2020-06-03 00:00:00,2020-06-03 00:00:00,2000,10,West Valley,1007,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 1813 2000 0329,43,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740.0,,,,17000    LORNE                        ST,,34.2173,-118.5055
231907453,2023-03-29 00:00:00,2023-03-28 00:00:00,1830,19,Mission,1962,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,O,402.0,MARKET,,,IC,Invest Cont,745.0,,,,9100 N  SEPULVEDA                    BL,,34.2355,-118.4675
210807876,2021-04-07 00:00:00,2021-04-07 00:00:00,1158,8,West LA,805,2,888,TRESPASSING,1501 0389 0906,37,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888.0,,,,600 N  ESTRELLITA                   WY,,34.0774,-118.4662
230714945,2023-09-22 00:00:00,2023-09-22 00:00:00,2150,7,Wilshire,742,1,310,BURGLARY,0329 0344,52,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,6500    HAYES                        DR,,34.0609,-118.3701
210406502,2021-03-10 00:00:00,2021-03-04 00:00:00,1315,4,Hollenbeck,414,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,19,F,C,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,400 E  AVENUE 28,,34.0831,-118.2086
211222123,2021-10-23 00:00:00,2021-10-23 00:00:00,1845,12,77th Street,1268,2,624,BATTERY - SIMPLE ASSAULT,1242 0562 0602 0913 2024 2001 0416 0446 0419,36,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624.0,,,,200 W  84TH                         ST,,33.9633,-118.2764
200110673,2020-04-17 00:00:00,2020-04-17 00:00:00,1040,1,Central,122,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 1309,29,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1ST,HILL,34.0546,-118.247
230806438,2023-02-25 00:00:00,2023-02-25 00:00:00,1420,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,M,O,203.0,OTHER BUSINESS,,,AA,Adult Arrest,442.0,,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184
231712672,2023-07-12 00:00:00,2023-07-12 00:00:00,255,17,Devonshire,1764,1,310,BURGLARY,1609 0344 0209 0206 0216 0382 1300 0349,0,X,X,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,19300    NORDHOFF                     ST,,34.2355,-118.5536
231904349,2023-01-09 00:00:00,2023-01-09 00:00:00,1540,19,Mission,1907,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0416,32,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,13000    HAGAR                        ST,,34.303,-118.4161
222108436,2022-04-27 00:00:00,2022-04-26 00:00:00,815,21,Topanga,2158,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,6200    CANOGA                       AV,,34.1828,-118.5974
220506228,2022-02-27 00:00:00,2022-02-27 00:00:00,1600,5,Harbor,557,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 0400 0429 2000 1814 0913,27,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,500 S  GAFFEY                       ST,,33.7397,-118.2923
201514325,2020-08-24 00:00:00,2020-08-24 00:00:00,1630,15,N Hollywood,1539,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1100 1407 1309 1420 1414 0400 0399 1822 0906,0,M,O,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,250.0,998.0,,,COLLINS                      ST,CARTWRIGHT                   AV,34.174,-118.3638
241204980,2024-01-16 00:00:00,2024-01-15 00:00:00,1800,12,77th Street,1245,2,662,"BUNCO, GRAND THEFT",1300 0344 0701 1402,63,M,H,101.0,STREET,,,IC,Invest Cont,662.0,998.0,,,NORMANDIE,FLORENCE,33.9746,-118.3003
230314049,2023-07-19 00:00:00,2023-07-19 00:00:00,1130,3,Southwest,363,2,354,THEFT OF IDENTITY,0100 1822 1501,24,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4100    MARLTON                      AV,,34.0104,-118.3398
211225299,2021-12-17 00:00:00,2021-12-17 00:00:00,1630,12,77th Street,1242,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0913 1814 0359 0408 0419 0448,40,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,6000    6TH                          AV,,33.9837,-118.3235
231009696,2023-05-29 00:00:00,2023-05-28 00:00:00,2250,10,West Valley,1061,1,310,BURGLARY,1822 0344 1609 0352,25,M,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,5200    BECKFORD                     AV,,34.1661,-118.5522
221705076,2022-01-29 00:00:00,2022-01-23 00:00:00,1800,17,Devonshire,1794,1,441,THEFT PLAIN - ATTEMPT,0329 1602,0,X,X,407.0,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,441.0,,,,18300    PARTHENIA                    ST,,34.2287,-118.5323
200214256,2020-08-25 00:00:00,2020-08-25 00:00:00,1941,2,Rampart,249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0601 0329 1309,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,600    ST PAUL                      AV,,34.0542,-118.2611
231707067,2023-03-18 00:00:00,2022-05-16 00:00:00,2000,17,Devonshire,1743,1,310,BURGLARY,1606 1202 0344,68,M,A,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,10400    GARDEN GROVE                 AV,,34.2591,-118.5299
201318981,2020-10-24 00:00:00,2020-10-24 00:00:00,1545,13,Newton,1303,2,920,KIDNAPPING - GRAND ATTEMPT,1258 0418,13,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,920.0,,,,11TH                         ST,MAPLE                        AV,34.0372,-118.2551
231312430,2023-06-17 00:00:00,2023-06-17 00:00:00,1745,13,Newton,1373,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0408 0400 0421 0913,47,F,H,101.0,STREET,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,5400 S  CENTRAL                      AV,,33.9925,-118.2608
210613580,2021-07-31 00:00:00,2021-07-31 00:00:00,230,6,Hollywood,647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0431 1822 1501,23,M,W,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,HOLLYWOOD,GOWER,34.1017,-118.3224
210415413,2021-11-30 00:00:00,2021-10-31 00:00:00,400,4,Hollenbeck,421,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,75,M,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,2100 N  MAIN                         ST,,34.066,-118.2171
220705263,2022-02-04 00:00:00,2022-02-03 00:00:00,1015,7,Wilshire,778,2,624,BATTERY - SIMPLE ASSAULT,0444,64,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1700 S  BRONSON                      AV,,34.0432,-118.328
